,partei,phase,zh-japroz,be-japroz,lu-japroz,ur-japroz,sz-japroz,ow-japroz,nw-japroz,gl-japroz,zg-japroz,fr-japroz,so-japroz,bs-japroz,bl-japroz,sh-japroz,ar-japroz,ai-japroz,sg-japroz,gr-japroz,ag-japroz,tg-japroz,ti-japroz,vd-japroz,vs-japroz,ne-japroz,ge-japroz,ju-japroz
10,p-fdp_label,phase1_fruehphase,15.119375,13.11125,0.49937499999999924,-18.4575,-12.681875000000002,-15.9725,-13.945,6.108125000000001,3.4743750000000007,-19.0975,12.0625,21.209374999999998,8.2975,11.95375,13.826875000000001,-23.26125,3.2725,-5.03125,4.131875,13.75875,-0.17250000000000032,4.067500000000001,-21.585,3.3374999999999995,3.569375,
11,p-fdp_label,phase2_volatile,11.958571428571428,11.392207792207794,11.922987012987011,6.505584415584416,3.2536363636363634,5.922337662337663,6.492337662337663,10.175714285714285,7.74012987012987,9.20116883116883,11.43948051948052,11.282857142857143,8.342597402597402,14.106493506493507,9.45948051948052,3.6967532467532465,8.21961038961039,13.478181818181817,8.9687012987013,13.37857142857143,15.39064935064935,11.687142857142856,8.57844155844156,9.685064935064934,13.377532467532466,
12,p-fdp_label,phase3_konsens,12.2526,14.326200000000002,14.3201,14.6612,9.5324,15.495999999999999,14.0308,14.7639,14.173399999999999,17.1738,13.863399999999999,12.8892,12.645199999999999,11.8217,10.6948,17.4431,13.1428,16.8141,10.1422,13.9705,16.924500000000002,14.1475,14.1711,12.2052,14.1066,
13,p-fdp_label,phase4_aufspaltung,13.058709677419355,11.71046594982079,12.34888888888889,9.51426523297491,9.435770609318997,12.00394265232975,13.294623655913977,11.509498207885304,13.926236559139785,11.348494623655913,10.331541218637993,11.206272401433692,12.203046594982078,10.067204301075268,11.677813620071685,12.839964157706094,12.234982078853047,12.326917562724015,11.686129032258064,12.125770609318996,8.193333333333333,12.308028673835125,10.417096774193547,10.275985663082437,11.217706093189964,6.900290456431535
14,p-fdp_label,phase5_2010_heute,8.453008849557522,7.257522123893805,10.322212389380532,8.965309734513275,10.233097345132744,11.246814159292036,12.175309734513274,7.806283185840708,12.4,6.831769911504425,7.867256637168142,5.1497345132743355,7.884690265486726,6.120176991150442,8.308938053097345,11.128141592920354,8.726106194690265,10.009026548672566,8.984159292035399,8.51787610619469,4.821150442477876,7.901858407079645,9.556194690265485,5.379469026548673,4.638938053097346,2.756017699115044
15,p-gps_label,phase1_fruehphase,,,,,,,,,,,,,,,,,,,,,,,,,,
16,p-gps_label,phase2_volatile,,,,,,,,,,,,,,,,,,,,,,,,,,
17,p-gps_label,phase3_konsens,,,,,,,,,,,,,,,,,,,,,,,,,,
18,p-gps_label,phase4_aufspaltung,0.831470588235294,0.2380882352941174,-2.7487254901960783,-2.8230882352941182,-7.163235294117647,-5.538186274509804,-5.32,-3.8723039215686272,-2.851078431372549,-1.80921568627451,-2.1981862745098035,5.826372549019608,1.0600980392156865,-1.7376960784313726,-3.1590196078431374,-8.069264705882352,-3.218235294117647,-1.1117156862745097,-4.454460784313726,-5.26843137254902,0.8112745098039216,0.13519607843137266,-5.594117647058824,1.6014705882352944,4.822794117647058,2.578872549019608
19,p-gps_label,phase5_2010_heute,2.6507407407407406,2.113703703703704,-1.7831481481481484,-4.825462962962963,-7.8399074074074075,-7.038055555555555,-6.716666666666667,-2.7488888888888887,-3.78712962962963,3.2894444444444444,-0.32175925925925924,8.769444444444444,1.292962962962963,-0.4857407407407407,-2.4666666666666663,-8.101203703703705,-2.814814814814815,-1.5053703703703702,-2.0155555555555558,-3.44962962962963,-0.2944444444444448,7.065555555555556,-1.4073148148148147,7.4437037037037035,8.985648148148147,7.1681481481481475
